"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","upec-98_11162019","upec-99_11172019"
"speA","","arginine decarboxylase, biosynthetic","2","2","1","90","330","","","","1976","1976","1976","upec-98_03033","upec-99_01730"
"talA","","transaldolase A","2","2","1","90","664","","","","950","950","950","upec-98_03621","upec-99_02094"
"fsr","","fosmidomycin efflux transporter","2","2","1","87","62","","","","1220","1220","1220","upec-98_03904","upec-99_01387"
"galT","","galactose-1-phosphate uridylyltransferase","2","2","1","89","555","","","","1046","1046","1046","upec-98_04372","upec-99_03181"
"gadC","","glutamic acid:4-aminobutyrate antiporter","2","2","1","80","36","","","","1535","1535","1535","upec-98_01104","upec-99_00438"
"yjeJ","","putative protein","2","2","1","91","286","","","","869","869","869","upec-98_02699","upec-99_03991"
"yheS","","fused predicted transporter subunits of ABC superfamily: ATP-binding components","2","2","1","86","119","","","","1913","1913","1913","upec-98_00888","upec-99_00079"
"ycjO","","YcjN/YcjO/YcjP ABC transporter","2","2","1","91","1727","","","","881","881","881","upec-98_02118","upec-99_01825"
"thrA","","aspartate kinase / homoserine dehydrogenase","2","2","1","91","1422","","","","2462","2462","2462","upec-98_02897","upec-99_04718"
"bioB","","biotin synthase monomer","2","2","1","89","537","","","","1040","1040","1040","upec-98_04390","upec-99_03198"
"folC","","bifunctional folylpolyglutamate synthetase / dihydrofolate synthetase","2","2","1","90","864","","","","1268","1268","1268","upec-98_03443","upec-99_00688"
"add","","adenosine deaminase","2","2","1","88","134","","","","1001","1001","1001","upec-98_00749","upec-99_00385"
"ytfQ","","galactofuranose / galactopyranose ABC transporter - periplasmic binding protein","2","2","1","91","374","","","","956","956","956","upec-98_02784","upec-99_02601"
"marC","","putative transporter","2","2","1","88","65","","","","665","665","665","upec-98_00813","upec-99_00322"
"yjiA","","P-loop guanosine triphosphatase","2","2","1","91","1476","","","","956","956","956","upec-98_02844","upec-99_04663"
"rihB","","ribonucleoside hydrolase 2 (pyrimidine-specific)","2","2","1","90","1029","","","","941","941","941","upec-98_01361","upec-99_02939"
"ampC","","beta-lactamase; penicillin resistance","2","2","1","91","293","","","","1133","1133","1133","upec-98_02706","upec-99_03998"
"group_4730","","hypothetical protein","2","2","1","88","156","","","","2012","2012","2012","upec-98_00727","upec-99_02865"
"yebK_1","","putative DNA-binding transcriptional regulator","2","2","1","88","430","","","","869","869","869","upec-98_00526","upec-99_01322"
"glnD","","[protein-PII] uridylyltransferase","2","2","1","91","1246","","","","2666","2672","2669","upec-98_02253","upec-99_04562"
"group_4733","","hypothetical protein","2","2","1","84","122","","","","1361","1361","1361","upec-98_02639","upec-99_01763"
"wzxE","","lipid III flippase","2","2","1","82","37","","","","1250","1250","1250","upec-98_00328","upec-99_03641"
"ychM","","bicarbonate / carbonate transporter","2","2","1","91","1600","","","","1652","1652","1652","upec-98_04833","upec-99_03060"
"adhE","","pyruvate formate-lyase deactivase [multifunctional]","2","2","1","91","1636","","","","2675","2675","2675","upec-98_04869","upec-99_00480"
"ycbL","","putative metal-binding enzyme","2","2","1","89","388","","","","647","647","647","upec-98_04544","upec-99_03351"
"cvpA","","membrane protein required for colicin V production","2","2","1","90","866","","","","488","488","488","upec-98_01213","upec-99_00690"
"minC","","cell division inhibitor of the MinC-MinD-MinE and DicB-MinC systems that regulate septum placement","2","2","1","91","1568","","","","695","695","695","upec-98_04798","upec-99_03092"
"yjeM","","YjeM APC transporter","2","2","1","91","299","","","","1457","1502","1479","upec-98_02712","upec-99_04004"
"yigB","","FMN phosphatase","2","2","1","82","55","","","","716","716","716","upec-98_00352","upec-99_03662"
"ycdY","","protein involved in maturation of YcdX","2","2","1","89","294","","","","554","554","554","upec-98_04633","upec-99_00238"
"eutH","","putative inner membrane protein","2","2","1","90","676","","","","1226","1226","1226","upec-98_03609","upec-99_02106"
"flgK","","flagellar biosynthesis, hook-filament junction protein 1","2","2","1","89","248","","","","1643","1643","1643","upec-98_04679","upec-99_00284"
"emrB","","EmrAB-TolC multidrug efflux transport system - membrane subunit","2","2","1","90","187","","","","1538","1538","1538","upec-98_03299","upec-99_04772"
"lolE","","LolCDE ABC lipoprotein transporter","2","2","1","89","213","","","","1238","1238","1238","upec-98_04714","upec-99_03764"
"yjeF","","NAD(P)HX epimerase / NAD(P)HX dehydratase","2","2","1","91","307","","","","1532","1532","1532","upec-98_02721","upec-99_04016"
"plaP","","putrescine:H  symporter PlaP","2","2","1","90","1057","","","","1358","1358","1358","upec-98_01519","upec-99_00511"
"obgE","","GTPase involved in chromosome partitioning and ribosome assembly","2","2","1","91","925","","","","1172","1172","1172","upec-98_01809","upec-99_04375"
"mzrA","","MzrA","2","2","1","91","999","","","","383","383","383","upec-98_01884","upec-99_04294"
"yhgF","","putative transcriptional accessory protein","2","2","1","86","175","","","","2321","2321","2321","upec-98_00938","upec-99_00133"
"pheP","","phenylalanine:H  symporter PheP","2","2","1","89","731","","","","1376","1376","1376","upec-98_04212","upec-99_02156"
"artI","","arginine ABC transporter - uncharacterised subunit","2","2","1","89","450","","","","731","731","731","upec-98_04476","upec-99_03287"
"dppD","","dipeptide ABC transporter - putative ATP binding subunit","2","2","1","91","659","","","","983","983","983","upec-98_02328","upec-99_00419"
"ghrB_1","","glyoxylate reductase / glyoxylate reductase B / 2-ketoaldonate reductase","2","2","1","91","671","","","","974","974","974","upec-98_02341","upec-99_00431"
"group_476","","hypothetical protein","2","2","1","91","322","","","","254","401","327","upec-98_02735","upec-99_04035"
"fieF","","Zn2  / Fe2  / Cd2  efflux transporter FieF","2","2","1","85","111","","","","902","902","902","upec-98_00225","upec-99_04133"
"gshA","","gamma-glutamate-cysteine ligase","2","2","1","90","190","","","","1556","1556","1556","upec-98_03294","upec-99_04770"
"prc","","tail-specific protease","2","2","1","88","334","","","","2048","2048","2048","upec-98_00551","upec-99_01295"
"ydeA","","arabinose efflux transporter","2","2","1","88","64","","","","1190","1190","1190","upec-98_00814","upec-99_00321"
"stoA","","Sporulation thiol-disulfide oxidoreductase A","2","2","1","84","18","","","","506","506","506","upec-98_02581","upec-99_00214"
"group_4768","","hypothetical protein","2","2","1","91","1446","","","","1550","1550","1550","upec-98_02874","upec-99_04694"
"ydiB","","shikimate dehydrogenase / quinate dehydrogenase","2","2","1","88","203","","","","866","866","866","upec-98_00680","upec-99_02814"
"group_477","","hypothetical protein","2","2","1","91","324","","","","659","659","659","upec-98_02737","upec-99_04038"
"nupG","","nucleoside:H  symporter NupG","2","2","1","90","306","","","","1256","1256","1256","upec-98_03009","upec-99_01754"
"argE","","acetylornithine deacetylase","2","2","1","85","64","","","","1151","1151","1151","upec-98_00179","upec-99_04175"
"rlmM","","23S rRNA 2'-O-ribose methyltransferase","2","2","1","90","494","","","","1100","1100","1100","upec-98_03177","upec-99_00929"
"hypB","","accessory protein for nickel incorporation into hydrogenase isoenzymes","2","2","1","90","226","","","","872","872","872","upec-98_03255","upec-99_02224"
"nrfA","","formate dependent nitrite reductase - NrfA subunit","2","2","1","91","204","","","","1436","1436","1436","upec-98_04125","upec-99_03911"
"cca","","fused tRNA nucleotidyltransferase / 2',3'-cyclic phosphodiesterase / 2' nucleotidase and phosphatase","2","2","1","91","1036","","","","1238","1238","1238","upec-98_01922","upec-99_04256"
"uvrD","","DNA-dependent ATPase I and helicase II","2","2","1","82","56","","","","2162","2162","2162","upec-98_00353","upec-99_03663"
"allA","","ureidoglycolate lyase","2","2","1","87","32","","","","482","482","482","upec-98_03877","upec-99_00767"
"deoD","","purine nucleoside phosphorylase deoD-type","2","2","1","91","1442","","","","719","719","719","upec-98_02878","upec-99_04698"
"orn","","oligoribonuclease monomer","2","2","1","91","305","","","","545","545","545","upec-98_02718","upec-99_04010"
"group_478","","hypothetical protein","2","2","1","91","326","","","","638","638","638","upec-98_02739","upec-99_00720"
"psiE","","putative phosphate starvation-inducible protein","2","2","1","91","149","","","","410","410","410","upec-98_04071","upec-99_02298"
"torR_3","","TorR transcriptional dual regulator","2","2","1","89","332","","","","692","692","692","upec-98_04597","upec-99_03418"
"lepA","","elongation factor 4","2","2","1","90","560","","","","1799","1799","1799","upec-98_03716","upec-99_01982"
"dnaQ","","DNA polymerase III, epsilon subunit","2","2","1","79","28","","","","740","740","740","upec-98_00422","upec-99_03708"
"group_4784","","hypothetical protein","2","2","1","75","6","","","","200","200","200","upec-98_00290","upec-99_02445"
"smtA","","putative S-adenosylmethionine-dependent methyltransferase","2","2","1","89","394","","","","785","785","785","upec-98_04538","upec-99_03345"
"hisG","","ATP phosphoribosyltransferase","2","2","1","90","1062","","","","899","899","899","upec-98_01514","upec-99_00506"
"leuS","","leucyl-tRNA synthetase","2","2","1","89","660","","","","2582","2582","2582","upec-98_04278","upec-99_03592"
"fliY","","periplasmic cystine-binding protein; member of extracellular bacterial solute-binding protein family III","2","2","1","88","366","","","","857","857","857","upec-98_00463","upec-99_02240"
"ulaG","","L-ascorbate 6-phosphate lactonase","2","2","1","91","333","","","","416","1064","740","upec-98_02746","upec-99_00727"
"rffD","","UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase","2","2","1","82","32","","","","1262","1262","1262","upec-98_00323","upec-99_03636"
"narG","","nitrate reductase A, alpha subunit","2","2","1","91","1621","","","","3743","3743","3743","upec-98_04853","upec-99_03038"
"csiE","","stationary phase inducible protein","2","2","1","90","593","","","","1280","1280","1280","upec-98_03686","upec-99_02017"
"sdaC","","serine:H  symporter SdaC","2","2","1","90","509","","","","1289","1289","1289","upec-98_03187","upec-99_00943"
"flgD","","flagellar biosynthesis, initiation of hook assembly","2","2","1","89","255","","","","695","695","695","upec-98_04672","upec-99_00277"
"pqqL","","putative zinc peptidase","2","2","1","88","27","","","","2783","2783","2783","upec-98_00843","upec-99_00288"
"rmuC","","putative recombination limiting protein","2","2","1","82","92","","","","1427","1427","1427","upec-98_00394","upec-99_03681"
"tdk","","thymidine kinase / deoxyuridine kinase","2","2","1","91","1632","","","","617","617","617","upec-98_04867","upec-99_00484"
"mreC","","longitudinal peptidoglycan synthesis/chromosome segregation-directing complex","2","2","1","91","539","","","","1103","1103","1103","upec-98_01751","upec-99_02415"
"recD","","RecBCD","2","2","1","90","454","","","","1826","1826","1826","upec-98_03137","upec-99_00801"
"ulaA_2","","L-ascorbate PTS permease - UlaA subunit","2","2","1","91","334","","","","1181","1397","1289","upec-98_02747","upec-99_00728"
"fhuA_3","","ferrichrome / phage / antibiotic outer membrane porin FhuA","2","2","1","91","1262","","","","2243","2243","2243","upec-98_02268","upec-99_04546"
"mdtF","","MdtEF-TolC multidrug efflux transport system - permease subunit","2","2","1","86","20","","","","3113","3113","3113","upec-98_01066","upec-99_01677"
"kefC","","K  : H  antiporter KefC","2","2","1","91","1374","","","","1862","1862","1862","upec-98_02941","upec-99_04446"
"truC","","tRNA pseudouridine 65 synthase","2","2","1","90","514","","","","782","782","782","upec-98_03192","upec-99_00948"
"erfK","","L,D-transpeptidase ErfK","2","2","1","83","166","","","","935","935","935","upec-98_03431","upec-99_03468"
"ycjR","","putative enzyme","2","2","1","91","1730","","","","788","788","788","upec-98_02121","upec-99_01828"
"hflX","","GTPase associated with the 50S subunit of the ribosome","2","2","1","91","313","","","","1280","1280","1280","upec-98_02727","upec-99_04022"
"ulaC","","L-ascorbate PTS permease - UlaC subunit","2","2","1","91","336","","","","464","464","464","upec-98_02749","upec-99_00730"
"group_4811","","hypothetical protein","2","2","1","88","233","","","","758","758","758","upec-98_00650","upec-99_02783"
"torC","","TorC trimethylamine N-oxide reductase, cytochrome c-type subunit","2","2","1","89","331","","","","1172","1172","1172","upec-98_04598","upec-99_03419"
"srfAD","","Surfactin synthase thioesterase subunit","2","2","1","83","24","","","","803","803","803","upec-98_01680","upec-99_03505"
"lplA","","lipoyl-protein ligase A","2","2","1","91","1440","","","","1016","1019","1017","upec-98_02880","upec-99_04700"
"usg","","putative semialdehyde dehydrogenase","2","2","1","90","860","","","","1013","1013","1013","upec-98_03447","upec-99_00684"
"potB","","putrescine / spermidine ABC transporter - membrane subunit","2","2","1","89","89","","","","857","863","860","upec-98_04721","upec-99_01087"
"rcsD","","Phosphotransferase RcsD","2","2","1","90","973","","","","2672","2672","2672","upec-98_01306","upec-99_02993"
"sbp","","sulfate / thiosulfate ABC transporter - periplasmic binding protein Sbp","2","2","1","85","108","","","","989","989","989","upec-98_00223","upec-99_04136"
"ftsZ","","essential cell division protein FtsZ","2","2","1","91","1326","","","","1151","1151","1151","upec-98_02989","upec-99_04492"
"ytfF","","inner membrane protein","2","2","1","91","360","","","","965","965","965","upec-98_02771","upec-99_02617"
"cof","","pyridoxal phosphatase / HMP-PP hydrolase","2","2","1","87","95","","","","818","818","818","upec-98_03936","upec-99_01420"
"dapE","","N-succinyl-L-diaminopimelate desuccinylase subunit","2","2","1","90","656","","","","1127","1127","1127","upec-98_03629","upec-99_02086"
