"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","A_11102019","K_11082019"
"fliA","","RNA polymerase sigma factor FliA","2","2","1","131","193","","","","719","719","719","A_03727","K_00210"
"group_3579","","hypothetical protein","2","2","1","134","281","","","","242","242","242","A_02774","K_03984"
"thpR","","RNA 2',3'-cyclic phosphodiesterase","2","2","1","132","273","","","","530","530","530","A_02187","K_01290"
"group_3580","nagC_2","N-acetylglucosamine repressor","2","2","1","135","1211","","","","1220","1220","1220","A_03166","K_04671"
"sdaC","","Serine transporter","2","2","1","134","952","","","","1289","1289","1289","A_00372","K_03623"
"group_3582","","hypothetical protein","2","2","1","111","3","","","","545","545","545","A_01855","K_01637"
"hflK_1","","Modulator of FtsH protease HflK","2","2","1","130","164","","","","917","917","917","A_01217","K_00938"
"proY","","Proline-specific permease ProY","2","2","1","130","119","","","","1373","1373","1373","A_04335","K_00843"
"aroK","","Shikimate kinase 1","2","2","1","128","195","","","","521","521","521","A_04218","K_00523"
"prs","","Ribose-phosphate pyrophosphokinase","2","2","1","125","78","","","","1013","1013","1013","A_04124","K_04300"
"psiF","","Phosphate starvation-inducible protein PsiF","2","2","1","130","102","","","","320","320","320","A_04319","K_00826"
"group_3588","","hypothetical protein","2","2","1","129","7","","","","236","236","236","A_01568","K_02070"
"thyA","","Thymidylate synthase","2","2","1","134","923","","","","794","794","794","A_01933","K_03594"
"gluQ","","Glutamyl-Q tRNA(Asp) synthetase","2","2","1","132","270","","","","926","926","926","A_02190","K_01287"
"deoB_2","","Phosphopentomutase","2","2","1","132","107","","","","1223","1223","1223","A_04425","K_01123"
"group_3591","","hypothetical protein","2","2","1","129","116","","","","188","188","188","A_03261","K_02180"
"tpd","","34 kDa membrane antigen","2","2","1","101","5","","","","527","527","527","A_01249","K_02463"
"tnaA","","Tryptophanase","2","2","1","134","559","","","","1415","1415","1415","A_02444","K_00766"
"rpsQ","","30S ribosomal protein S17","2","2","1","121","44","","","","254","254","254","A_02079","K_01753"
"exbD_2","","Biopolymer transport protein ExbD","2","2","1","133","280","","","","425","425","425","A_01000","K_04093"
"ytfQ","","ABC transporter periplasmic-binding protein YtfQ","2","2","1","134","706","","","","956","956","956","A_02705","K_02434"
"hupB","","DNA-binding protein HU-beta","2","2","1","130","216","","","","272","272","272","A_04373","K_00883"
"group_3598","","hypothetical protein","2","2","1","131","86","","","","209","209","209","A_00323","K_00105"
"pflA_2","","Pyruvate formate-lyase 1-activating enzyme","2","2","1","135","534","","","","740","740","740","A_02938","K_04965"
"proP_1","","Proline/betaine transporter","2","2","1","122","14","","","","431","1283","857","A_02585","K_02283"
"tehB","","Tellurite methyltransferase","2","2","1","135","188","","","","593","593","593","A_02215","K_03853"
"lsrR","","Transcriptional regulator LsrR","2","2","1","122","46","","","","953","953","953","A_02546","K_02314"
"yqjA","","Inner membrane protein YqjA","2","2","1","133","189","","","","662","662","662","A_00915","K_04418"
"yohC","","Inner membrane protein YohC","2","2","1","135","880","","","","587","587","587","A_01546","K_04247"
"ftsB","","Cell division protein FtsB","2","2","1","134","101","","","","311","311","311","A_01422","K_03672"
"rapZ","","RNase adapter protein RapZ","2","2","1","133","88","","","","854","854","854","A_03627","K_04522"
"ywrO","","General stress protein 14","2","2","1","128","155","","","","551","551","551","A_04180","K_00490"
"group_3606","","hypothetical protein","2","2","1","135","785","","","","518","518","518","A_00470","K_04159"
"modB","","Molybdenum transport system permease protein ModB","2","2","1","135","697","","","","689","689","689","A_03040","K_04758"
"smpB","","SsrA-binding protein","2","2","1","118","26","","","","482","482","482","A_01343","K_02649"
"ghoS","","Endoribonuclease GhoS","2","2","1","134","658","","","","296","296","296","A_03449","K_02942"
"rimL","","Ribosomal-protein-serine acetyltransferase","2","2","1","135","191","","","","536","539","537","A_02218","K_03850"
"metJ","","Met repressor","2","2","1","126","49","","","","317","317","317","A_01119","K_01927"
"group_3611","","hypothetical protein","2","2","1","135","1077","","","","278","278","278","A_01727","K_00401"
"fepD","","Ferric enterobactin transport system permease protein FepD","2","2","1","135","17","","","","1004","1004","1004","A_00538","K_04595"
"group_3613","","hypothetical protein","2","2","1","105","13","","","","872","872","872","A_01285","K_04378"
"gmhA","","Phosphoheptose isomerase","2","2","1","123","9","","","","578","578","578","A_02239","K_01880"
"dnaA","","Chromosomal replication initiator protein DnaA","2","2","1","134","564","","","","1403","1403","1403","A_02449","K_00761"
"yecS","","L-cystine transport system permease protein YecS","2","2","1","131","188","","","","668","668","668","A_03723","K_00206"
"ccmE","","Cytochrome c-type biogenesis protein CcmE","2","2","1","135","939","","","","479","479","479","A_02873","K_01557"
"rpsL","","30S ribosomal protein S12","2","2","1","128","145","","","","374","374","374","A_04170","K_00480"
"rpoA","","DNA-directed RNA polymerase subunit alpha","2","2","1","121","28","","","","989","989","989","A_02063","K_01737"
"catM","","HTH-type transcriptional regulator CatM","2","2","1","135","195","","","","923","1019","971","A_02222","K_03846"
"dnaC","","DNA replication protein DnaC","2","2","1","132","86","","","","737","737","737","A_04449","K_02619"
"nanA","","N-acetylneuraminate lyase","2","2","1","133","74","","","","893","893","893","A_03642","K_04536"
"group_3622","","hypothetical protein","2","2","1","129","128","","","","176","176","176","A_03249","K_02192"
"ftnA_2","","Bacterial non-heme ferritin","2","2","1","131","178","","","","497","497","497","A_01657","K_00193"
"mukF","","Chromosome partition protein MukF","2","2","1","135","514","","","","1322","1322","1322","A_02958","K_04985"
"secB","","Protein-export protein SecB","2","2","1","134","442","","","","467","467","467","A_04053","K_03035"
"rbsC_1","","Ribose transport system permease protein RbsC","2","2","1","131","172","","","","986","986","986","A_01651","K_00187"
"group_3627","","hypothetical protein","2","2","1","134","375","","","","710","710","710","A_03514","K_03135"
"sbmC_2","","DNA gyrase inhibitor","2","2","1","133","258","","","","482","482","482","A_00984","K_02352"
"ppa","","Inorganic pyrophosphatase","2","2","1","134","705","","","","530","530","530","A_02704","K_02435"
"group_363","","hypothetical protein","2","2","1","135","200","","","","173","173","173","A_02226","K_03843"
"glpE_2","","Thiosulfate sulfurtransferase GlpE","2","2","1","128","231","","","","326","326","326","A_04252","K_00558"
"macB_2","","Macrolide export ATP-binding/permease protein MacB","2","2","1","101","7","","","","1283","1283","1283","A_01247","K_02465"
"def","","Peptide deformylase","2","2","1","121","19","","","","509","509","509","A_02054","K_01728"
"mprA","","Transcriptional repressor MprA","2","2","1","134","35","","","","530","530","530","A_01487","K_01867"
"ywlC","","Threonylcarbamoyl-AMP synthase","2","2","1","135","310","","","","620","620","620","A_01025","K_03747"
"yejM","","Inner membrane protein YejM","2","2","1","135","933","","","","1760","1760","1760","A_02880","K_01550"
"emrE","","Multidrug transporter EmrE","2","2","1","103","8","","","","347","347","347","A_03981","K_01813"
"nqrC","","Na( )-translocating NADH-quinone reductase subunit C","2","2","1","101","3","","","","761","761","761","A_01251","K_02461"
"group_3638","","hypothetical protein","2","2","1","134","236","","","","146","146","146","A_00102","K_02964"
"tdcB","","L-threonine dehydratase catabolic TdcB","2","2","1","133","169","","","","989","989","989","A_03540","K_04438"
"group_364","","hypothetical protein","2","2","1","135","204","","","","800","800","800","A_02230","K_03839"
"rpsR","","30S ribosomal protein S18","2","2","1","134","184","","","","227","227","227","A_02681","K_03017"
"sbp","","Sulfate-binding protein","2","2","1","126","70","","","","989","989","989","A_01141","K_01950"
"msrA","","Peptide methionine sulfoxide reductase MsrA","2","2","1","134","700","","","","638","638","638","A_02698","K_02439"
"sapF","","Peptide transport system ATP-binding protein SapF","2","2","1","135","281","","","","806","806","806","A_01849","K_03774"
"mrdB","","Rod shape-determining protein RodA","2","2","1","135","1234","","","","1112","1112","1112","A_03135","K_04638"
"grxD","","Glutaredoxin-4","2","2","1","129","86","","","","347","347","347","A_03293","K_02148"
"rplR","","50S ribosomal protein L18","2","2","1","121","37","","","","353","353","353","A_02072","K_01746"
"infC","","Translation initiation factor IF-3","2","2","1","129","149","","","","434","434","434","A_03227","K_02213"
"cutA","","Divalent-cation tolerance protein CutA","2","2","1","134","248","","","","338","338","338","A_00114","K_02952"
"selD","","Selenide, water dikinase","2","2","1","129","201","","","","1043","1043","1043","A_03180","K_02258"
"group_365","","hypothetical protein","2","2","1","135","210","","","","1268","1316","1292","A_02233","K_03833"
"soxS","","Regulatory protein SoxS","2","2","1","134","319","","","","323","323","323","A_04501","K_03948"
"group_3651","","hypothetical protein","2","2","1","129","158","","","","536","536","536","A_03218","K_02221"
"group_3652","","hypothetical protein","2","2","1","103","17","","","","203","203","203","A_03979","K_01815"
"group_3653","","hypothetical protein","2","2","1","132","66","","","","203","203","203","A_04457","K_03381"
"yiaD","","putative lipoprotein YiaD","2","2","1","134","373","","","","659","659","659","A_03516","K_03137"
"group_3655","","hypothetical protein","2","2","1","133","134","","","","524","524","524","A_03580","K_04473"
"mrdA","","Penicillin-binding protein 2","2","2","1","135","1233","","","","1901","1901","1901","A_03136","K_04639"
"tesB","","Acyl-CoA thioesterase 2","2","2","1","130","204","","","","860","860","860","A_04385","K_00895"
"gcvH","","Glycine cleavage system H protein","2","2","1","134","829","","","","389","389","389","A_03381","K_03501"
"lexA_3","","LexA repressor","2","2","1","134","299","","","","608","608","608","A_04480","K_03967"
"ytpA","","Phospholipase YtpA","2","2","1","135","211","","","","1586","1757","1671","A_02234","K_03832"
"purM","","Phosphoribosylformylglycinamidine cyclo-ligase","2","2","1","127","105","","","","1037","1037","1037","A_00727","K_01531"
"purC","","Phosphoribosylaminoimidazole-succinocarboxamide synthase","2","2","1","127","130","","","","713","713","713","A_00701","K_01508"
"rcsB","","Transcriptional regulatory protein RcsB","2","2","1","135","961","","","","650","650","650","A_02852","K_01578"
"atpG","","ATP synthase gamma chain","2","2","1","134","525","","","","863","863","863","A_02419","K_02704"
"group_3664","","hypothetical protein","2","2","1","103","13","","","","584","584","584","A_03975","K_01819"
"narH","","Respiratory nitrate reductase 1 beta chain","2","2","1","125","98","","","","1538","1538","1538","A_04104","K_00711"
"csgB","","Minor curlin subunit","2","2","1","135","417","","","","455","455","455","A_02304","K_03257"
"rluA","","Ribosomal large subunit pseudouridine synthase A","2","2","1","132","183","","","","659","659","659","A_03934","K_01204"
"ilvE","","Branched-chain-amino-acid aminotransferase","2","2","1","124","82","","","","929","929","929","A_01952","K_01110"
"yafL","","putative endopeptidase YafL","2","2","1","123","14","","","","758","773","765","A_02244","K_01883"
"group_3671","","hypothetical protein","2","2","1","135","303","","","","251","251","251","A_01019","K_03753"
"amn","","AMP nucleosidase","2","2","1","131","263","","","","1454","1454","1454","A_03827","K_00300"
"yeiP","","Elongation factor P-like protein","2","2","1","135","916","","","","572","572","572","A_02897","K_04283"
"group_3674","","hypothetical protein","2","2","1","130","126","","","","971","971","971","A_04342","K_00851"
"yeeN","","putative transcriptional regulatory protein YeeN","2","2","1","131","264","","","","716","716","716","A_03828","K_00299"
"fldA","","Flavodoxin-1","2","2","1","135","1203","","","","530","530","530","A_00890","K_04679"
"guaC","","GMP reductase","2","2","1","132","230","","","","1043","1043","1043","A_03890","K_01248"
"rpmA","","50S ribosomal protein L27","2","2","1","133","108","","","","257","257","257","A_03607","K_04502"
"amyS","","Alpha-amylase","2","2","1","131","198","","","","1487","1487","1487","A_03731","K_00215"
"flhA_3","","Flagellar biosynthesis protein FlhA","2","2","1","123","22","","","","1739","2093","1916","A_02246","K_01641"
"adiC","","Arginine/agmatine antiporter","2","2","1","134","645","","","","1337","1337","1337","A_03462","K_02929"
"group_3681","","hypothetical protein","2","2","1","125","34","","","","329","329","329","A_04162","K_04344"
"corA","","Magnesium transport protein CorA","2","2","1","124","34","","","","950","950","950","A_02000","K_01064"
"group_3683","","hypothetical protein","2","2","1","127","134","","","","200","200","200","A_00697","K_01504"
"group_3684","","hypothetical protein","2","2","1","133","282","","","","494","494","494","A_01002","K_04091"
"group_3685","","hypothetical protein","2","2","1","132","290","","","","386","386","386","A_02171","K_01306"
"rpmC","","50S ribosomal protein L29","2","2","1","121","45","","","","191","191","191","A_02080","K_01754"
"group_3687","","hypothetical protein","2","2","1","126","98","","","","218","218","218","A_01170","K_01976"
